pitcher,pitcher_name,ball_angle,pitch_type,diff2,active_spin,vMove,hMove,Pitches,Whiff,Swing,Whiff_p,GB_p,FB_p,Velocity,RP_z,RP_x,VAA,release_angle_x,release_angle_z,Spin,bat_speed_diff,Zone_loc,EV,LA,Height
608723,"Voth, Austin",37,FF,6.466876747,0.870741469,16.71792207792208,5.221298701298702,231,27,108,0.11688311688311688,0.3783783783783784,0.3783783783783784,93.57662337662337,5.738138528138528,-2.3804329004329006,-4.5415855435436505,-3.0299098315975015,-1.9885426960374726,2302.5584415584417,-0.4613526613308965,0.21212121212121213,86.05945945945946,17.7027027027027,74
613534,"Adams, Austin",11,FF,16.50767248,0.559015471,10.573125000000001,7.488125,192,17,71,0.08854166666666667,0.2631578947368421,0.631578947368421,93.365625,5.223229166666667,-3.4682291666666667,-4.546463777138781,-4.343065589925075,-0.9135177629876907,2666.2239583333335,0.29636179113853467,0.23958333333333334,88.8578947368421,27.105263157894736,75
614179,"Ruiz, José",45,FF,6.417106724,0.935668812,17.51528384279476,5.772052401746725,229,37,121,0.1615720524017467,0.20588235294117646,0.47058823529411764,96.37554585152839,6.338558951965066,-1.0980786026200873,-4.8878129691973475,-1.6852623424115887,-2.774543830283878,2315.524886877828,0.28378306350914156,0.22707423580786026,93.30571428571429,26.428571428571427,73
621016,"Cuas, Jose",3,FF,11.82853241,0.724780376,9.428411214953272,10.860560747663552,107,19,56,0.17757009345794392,0.1875,0.5625,91.62429906542056,4.2300934579439256,-4.39803738317757,-3.5696614535308213,-5.356290800454564,0.5419397877346211,2370.6728971962616,0.15865922706514976,0.27102803738317754,96.33125,23.4375,75
621051,"Wilson, Steven",43,FF,3.778849573,0.896799926,18.247258064516128,6.391451612903225,248,19,115,0.07661290322580645,0.325,0.45,93.53870967741935,5.721451612903226,-1.8837903225806452,-4.548863079994361,-2.476277505230821,-2.2477467840318037,2438.7459677419356,-0.2231547349885606,0.17338709677419356,87.98,21.5,75
621053,"Ferguson, Tyler",27,FF,7.766609094,0.834901511,14.04,9.875471698113207,318,53,166,0.16666666666666666,0.1794871794871795,0.6410256410256411,95.83301886792452,5.925345911949686,-3.333301886792453,-4.984224730478991,-4.011345366494711,-2.2105401086522725,2350.169811320755,0.6037533432788574,0.21069182389937108,88.22820512820513,29.28205128205128,76
621097,"Waguespack, Jacob",70,FF,1.671079074,0.948500565,18.269302325581393,1.7330232558139536,86,12,35,0.13953488372093023,0.36363636363636365,0.18181818181818182,93.59186046511628,6.43453488372093,-0.1413953488372093,-5.042572223179909,-0.5065708127011455,-2.729428843824895,2136.8488372093025,-1.682843113870793,0.26744186046511625,82.62727272727273,7.181818181818182,78
621107,"Eflin, Zach",27,FF,9.520292886,0.832369687,12.53212669683258,8.757285067873303,221,29,119,0.13122171945701358,0.358974358974359,0.46153846153846156,92.4158371040724,5.725565610859729,-2.247420814479638,-4.9497830619098515,-2.9109239421851636,-1.51880549690218,2194.7155963302753,-0.5005989162101824,0.2171945701357466,88.0974358974359,18,78
621111,"Buehler, Walker",46,FF,7.311148937,0.901750265,16.641748071979436,4.26478149100257,389,27,161,0.06940874035989718,0.30985915492957744,0.36619718309859156,95.01748071979435,5.604421593830335,-1.104987146529563,-4.359504805289148,-1.7190815397330266,-1.9723392836110145,2277.809768637532,-0.6364082575456432,0.21079691516709512,92.41666666666667,16.655555555555555,74
621112,"Blackburn, Paul",50,FF,4.642454385,0.892032621,16.668813559322032,5.202203389830508,236,11,88,0.046610169491525424,0.17073170731707318,0.5853658536585366,91.92754237288136,6.06656779661017,-2.017330508474576,-5.160631184573398,-2.531205164551428,-2.40350481660841,2181.060606060606,1.6626603032384366,0.16101694915254236,95.54146341463415,26.951219512195124,73
621114,"Burr, Ryan",57,FF,8.848461272,0.880421931,16.762133333333335,1.0112,225,22,98,0.09777777777777778,0.2,0.5,94.088,6.427511111111111,-1.8088,-5.206734363324455,-1.911953498149708,-2.7113893787455177,2178.826666666667,0.7773390020128255,0.17777777777777778,95.49333333333334,26.266666666666666,76
621242,"Díaz, Edwin",20,FF,4.574192165,0.958972598,13.199242105263156,13.521852631578948,475,75,205,0.15789473684210525,0.3170731707317073,0.3902439024390244,97.48673684210526,4.802947368421052,-2.107621052631579,-3.6031497520219653,-3.1724980989201854,-0.8269636025729131,2348.503157894737,-0.7787726771693607,0.21263157894736842,90.34509803921569,22.49019607843137,75
621244,"Berríos, José",40,FF,6.996694531,0.929177745,14.923452157598497,9.499812382739211,533,43,228,0.08067542213883677,0.27631578947368424,0.4605263157894737,94.06885553470919,5.6540525328330205,-1.9411444652908068,-4.525494748821363,-2.617742826981122,-1.6867138048945973,2159.712890625,-0.4340645286896237,0.24577861163227016,91.14868421052631,20.723684210526315,72
621345,"Minter, A.J.",43,FF,10.96449235,0.854834253,17.078072289156626,5.303614457831325,249,25,125,0.10040160642570281,0.40476190476190477,0.42857142857142855,94.53654618473895,5.770963855421686,2.3649397590361447,-4.569404011078702,2.8578674755750546,-2.1931819760063718,2420.847389558233,0.1562159665555841,0.2248995983935743,89.8047619047619,19.666666666666668,72
621363,"Poche, Colin",65,FF,1.773166398,0.952142627,18.91945945945946,-2.180108108108108,370,28,174,0.07567567567567568,0.3466666666666667,0.4533333333333333,91.16594594594595,6.280324324324324,1.1926486486486487,-5.1895466268139705,1.4398974738387629,-2.705183614250135,2225.8834688346883,0.5771715624827493,0.1864864864864865,90.77466666666666,18.786666666666665,75
621381,"Strahm, Matt",31,FF,3.117287094,0.980674128,16.101242937853108,14.463502824858757,531,80,298,0.15065913370998116,0.25333333333333335,0.49333333333333335,93.38587570621469,5.3694915254237285,2.2802448210922788,-4.312137852048274,3.584572049337268,-1.5817949623613818,2495.634429400387,0.8526139873631676,0.2222222222222222,92.1025,24.1625,74
621383,"Banks, Tanner",49,FF,14.06692428,0.828137035,15.678016528925621,2.6267768595041323,363,49,174,0.1349862258953168,0.38636363636363635,0.3181818181818182,93.55179063360882,6.36694214876033,2.554159779614325,-5.206707961717507,2.831922014472808,-2.474619143736736,2257.0495867768595,-2.0633585369282703,0.20385674931129477,90.48409090909091,9.704545454545455,73
621389,"Blach, Ty",21,FF,3.473107694,0.990981494,5.985575447570332,13.088593350383633,391,13,180,0.03324808184143223,0.4479166666666667,0.2604166666666667,89.06521739130434,5.734501278772378,2.990920716112532,-6.237443619350874,4.0602945874802145,-1.361096031484555,2016.1099744245523,0.6308575655781441,0.14578005115089515,89.93052631578948,9.864583333333334,73
622098,"Smith, Drew",41,FF,8.373281625,0.869988518,17.593846153846155,6.494265734265735,143,20,77,0.13986013986013987,0.1,0.55,94.73286713286713,5.684965034965035,-2.282377622377622,-4.076589834426794,-2.938224614802963,-1.7737792985025875,2558,-0.7011458515862606,0.2517482517482518,95.71,27.65,74
622250,"Sborz, Josh",50,FF,3.655319023,0.944445671,19.23969230769231,5.3086153846153845,130,14,72,0.1076923076923077,0.3,0.3,95.1123076923077,6.353307692307692,-0.6410769230769231,-4.842435746027033,-1.1224946198402044,-2.878989379500387,2394.3384615384616,0.2784049097837536,0.24615384615384617,93.78,17.85,75
622259,"Wingenter, Trey",29,FF,3.408804092,0.973976468,14.617078651685393,10.109662921348315,89,6,41,0.06741573033707865,0.4375,0.25,97.11685393258428,5.593370786516854,-2.552247191011236,-4.601105471760047,-3.4019256105258697,-2.086647014716874,2141.0898876404494,-0.5003205473510036,0.21348314606741572,90.46249999999999,6.6875,79
622491,"Castillo, Luis",15,FF,7.644129835,0.922131667,12.201759259259259,12.47675925925926,1296,183,671,0.1412037037037037,0.18435754189944134,0.5810055865921788,95.5591049382716,5.136288580246913,-2.203888888888889,-4.056116670028831,-3.358858923571937,-0.9213334975269678,2153.4485829959513,0.35922002633602873,0.26157407407407407,91.01340782122905,30.45810055865922,74
622554,"Domínguez, Seranthony",29,FF,9.065277105,0.779195467,14.590046511627907,4.580651162790698,430,42,193,0.09767441860465116,0.2413793103448276,0.4482758620689655,97.66325581395348,5.418139534883721,-1.808186046511628,-4.441854953905553,-2.539385748245635,-1.9696213568985375,2396.962703962704,0.8698361282963104,0.18604651162790697,83.59,26.45,73
